canonical_name,df_type,df_subtype,padloc_system,source,df_genome_count,padloc_genome_count,notes
CAS_II-C,Cas,CAS_Class2-Subtype-II-C,cas_type_II-C,both,1,1,CAS_Class2-Subtype-II-C(DF)=cas_type_II-C(PADLOC); naming convention differs; new in 4x dataset
adf_acrif1,Anti_CRISPR,acrif1,,df_antidefense,10,0,new anti-defence system in 4x dataset
adf_dar_ddr_hdf_ulx,Anti_RM,dar_ddr_hdf_ulx,,df_antidefense,3,0,new anti-defence system in 4x dataset
adf_gnarl1,Other,gnarl1,,df_antidefense,3,0,new anti-defence system in 4x dataset
adf_acric3,Anti_CRISPR,acric3,,df_antidefense,3,0,new anti-defence system in 4x dataset
adf_acric4,Anti_CRISPR,acric4,,df_antidefense,3,0,new anti-defence system in 4x dataset
adf_acrie6,Anti_CRISPR,acrie6,,df_antidefense,3,0,new anti-defence system in 4x dataset
adf_acrie7,Anti_CRISPR,acrie7,,df_antidefense,3,0,new anti-defence system in 4x dataset
adf_gad1,Anti_Gabija,gad1,,df_antidefense,1,0,new anti-defence system in 4x dataset
adf_ddra,Anti_RM,ddra,,df_antidefense,1,0,new anti-defence system in 4x dataset
adf_hdf,Anti_RM,hdf,,df_antidefense,1,0,new anti-defence system in 4x dataset
padloc_PDC-M02,,,PDC-M02,padloc_only,0,5,new system in 4x dataset
padloc_argonaute_solo,,,argonaute_solo,padloc_only,0,4,new system in 4x dataset
padloc_PDC-M29,,,PDC-M29,padloc_only,0,3,new system in 4x dataset
padloc_PDC-M35,,,PDC-M35,padloc_only,0,2,new system in 4x dataset
padloc_PDC-M54,,,PDC-M54,padloc_only,0,2,new system in 4x dataset
padloc_PDC-M36,,,PDC-M36,padloc_only,0,2,new system in 4x dataset
padloc_PDC-M71,,,PDC-M71,padloc_only,0,2,new system in 4x dataset
padloc_retron_V,,,retron_V,padloc_only,0,2,new system in 4x dataset
padloc_PT_PbeABCD,,,PT_PbeABCD,padloc_only,0,1,new system in 4x dataset
padloc_thoeris_other,,,thoeris_other,padloc_only,0,1,new system in 4x dataset
padloc_retron_IX,,,retron_IX,padloc_only,0,1,new system in 4x dataset
padloc_PDC-S63,,,PDC-S63,padloc_only,0,1,new system in 4x dataset
padloc_PDC-M12,,,PDC-M12,padloc_only,0,1,new system in 4x dataset
padloc_PDC-M69,,,PDC-M69,padloc_only,0,1,new system in 4x dataset
padloc_PDC-S44,,,PDC-S44,padloc_only,0,1,new system in 4x dataset
padloc_PDC-M61,,,PDC-M61,padloc_only,0,1,new system in 4x dataset
padloc_PDC-S68,,,PDC-S68,padloc_only,0,1,new system in 4x dataset
